Brand,Model,CPU,GPU,RAM_GB,Storage_Type,Storage_GB,Touchscreen,Weight_kg,Screen_Size_inch,Discount_percent,Price_SGD,Brand_Discount,Member_Discount
Dell,XPS 13,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,32,SSD,1024,FALSE,1.49,14,8.95,2509.15,3,175.64
Dell,XPS 13,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,SSD,4096,TRUE,1.09,14,10.78,3567.05,3,249.69
Dell,Alienware M15,Intel i7-14700H,NVIDIA RTX 4070,64,SSD,2048,TRUE,1.59,16,11.77,2835.2,3,170.11
Dell,Inspiron 15,Intel i7-14700H,NVIDIA RTX 4060,8,SSD,1024,TRUE,2.07,16,11.4,1870.11,3,112.21
Dell,Alienware M15,Intel Core Ultra 7 15500H,Intel Arc A750M,8,SSD,512,FALSE,2.9,18.4,2.45,2136.76,3,106.84
Dell,Inspiron 15,Intel i7-14800H,NVIDIA RTX 4060,64,SSD,1024,TRUE,2.68,18.4,4.85,2359.31,3,141.56
Dell,XPS 13,AMD Ryzen 9 8900HX,AMD Radeon 780M,32,SSD,256,TRUE,3.32,17.3,0.91,1953.92,3,136.77
Dell,Alienware M15,Intel i5-14500H,NVIDIA RTX 4050,64,SSD,512,TRUE,1.11,14,5.78,1987.41,3,119.24
Dell,Alienware M15,AMD Ryzen 7 8800H,NVIDIA RTX 4070,64,SSD,512,FALSE,2.81,17.3,0.39,2609,3,156.54
Dell,Alienware M15,Intel i7-14800H,NVIDIA RTX 4070,128,SSD,256,TRUE,3.09,17.3,5.91,3081,3,215.67
Dell,Alienware M15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,64,SSD,512,TRUE,2.77,18.4,8.82,3094.08,3,154.70
Dell,Alienware M15,Intel Core Ultra 9 15700H,Intel Arc A750M,8,SSD,1024,FALSE,2,16,2.1,2454.01,3,122.70
Dell,Inspiron 15,AMD Ryzen 9 8900HX,AMD Radeon 780M,32,SSD,4096,TRUE,1.37,14,7.67,2422.98,3,169.61
Dell,XPS 15,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,128,SSD,2048,TRUE,2.49,16,14.04,3182.55,3,190.95
Dell,Latitude 7420,AMD Ryzen 5 8600H,AMD Radeon 680M,8,SSD,256,TRUE,3.26,17.3,1.84,1448.13,3,86.89
Dell,Inspiron 15,AMD Ryzen 5 8600H,AMD Radeon 680M,16,SSD,256,TRUE,1.91,16,12.06,1347.51,3,67.38
Dell,XPS 13,Intel Core Ultra 9 15700H,Intel Arc A750M,8,SSD,4096,TRUE,3.07,17.3,13.05,2774.35,3,166.46
Dell,Alienware M15,Intel i7-14700H,NVIDIA RTX 4060,32,SSD,512,FALSE,1.05,14,12.57,1806.64,3,126.46
Dell,Alienware M15,AMD Ryzen 9 8900HX,AMD Radeon 780M,128,SSD,4096,FALSE,1.33,14,5.36,2836.54,3,141.83
Dell,Inspiron 15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,16,SSD,512,TRUE,1.45,13.3,13.39,1503.25,3,75.16
Dell,Latitude 7420,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,128,SSD,256,TRUE,1.2,14,5.9,3640.6,3,218.44
Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4060,32,SSD,2048,TRUE,1.3,13.3,0.13,2470.01,3,123.50
Dell,Alienware M15,AMD Ryzen 5 8600H,AMD Radeon 680M,64,SSD,256,TRUE,2.84,18.4,12.87,1544.61,3,108.12
Dell,Inspiron 15,Intel i7-14700H,NVIDIA RTX 4070,16,SSD,1024,TRUE,2.05,15.6,14.75,2279.45,3,113.97
Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4070,64,SSD,4096,TRUE,1.4,14,6,3354.15,3,167.71
Dell,XPS 13,Intel i7-14800H,NVIDIA RTX 4080,128,SSD,1024,TRUE,1.34,13.3,4.54,3576.91,3,214.61
Dell,XPS 15,Intel i5-14500H,NVIDIA RTX 4050,16,SSD,256,FALSE,1.08,13.3,5.59,1527.12,3,76.36
Dell,XPS 15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,64,SSD,512,FALSE,1.31,13.3,7.28,2011.22,3,120.67
Dell,Alienware M15,Intel i5-14600H,NVIDIA RTX 3050,128,SSD,256,TRUE,2.16,16,2.88,2206.21,3,110.31
Dell,Inspiron 15,Intel i7-14800H,NVIDIA RTX 4070,128,SSD,512,FALSE,1.01,14,5.3,3106.66,3,217.47
Dell,XPS 13,Intel i5-14500H,NVIDIA RTX 3050,8,SSD,1024,FALSE,1.35,13.3,8.32,1502.3,3,75.12
Dell,Inspiron 15,Intel Core Ultra 9 15700H,Intel Arc A750M,8,SSD,256,TRUE,1.18,13.3,12.54,2280.34,3,136.82
Dell,Inspiron 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,128,SSD,4096,FALSE,1.17,13.3,5.55,4156.5,3,207.83
Dell,XPS 15,Intel i5-14600H,NVIDIA RTX 3050,128,SSD,256,TRUE,1.33,14,8.41,2132.55,3,106.63
Dell,Inspiron 15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,16,SSD,4096,TRUE,1.31,13.3,1.88,2726.01,3,136.30
Dell,Latitude 7420,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,SSD,256,FALSE,3.49,17.3,5.55,2802.96,3,196.21
Dell,Alienware M15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,16,SSD,4096,FALSE,3.32,18.4,4.37,2277.87,3,159.45
Dell,Inspiron 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,32,SSD,512,FALSE,2.75,17.3,3.18,2898.48,3,173.91
Dell,Latitude 7420,AMD Ryzen 5 8600H,NVIDIA RTX 4050,16,SSD,512,TRUE,1.03,13.3,4.74,1742.48,3,121.97
Dell,XPS 13,Intel i5-14500H,NVIDIA RTX 3050,32,SSD,2048,FALSE,1.95,16,14.93,1621.17,3,97.27
Dell,XPS 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,SSD,256,FALSE,1.45,13.3,7.3,3001.01,3,150.05
Dell,Alienware M15,Intel i7-14800H,NVIDIA RTX 4070,64,SSD,2048,FALSE,2.37,16,8.71,2780.81,3,139.04
Dell,Alienware M15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,32,SSD,2048,TRUE,1.28,13.3,10.25,1883.92,3,113.04
Dell,Inspiron 15,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,128,SSD,4096,FALSE,1.2,14,2.72,3857.63,3,231.46
Dell,Latitude 7420,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,SSD,2048,FALSE,3.29,17.3,12.52,2912.25,3,174.74
Dell,XPS 15,Intel i9-14900HK,NVIDIA RTX 4080,16,SSD,1024,FALSE,1.39,13.3,3.88,2847.61,3,170.86
Dell,Latitude 7420,AMD Ryzen 9 8900HX,AMD Radeon 780M,128,SSD,1024,FALSE,2.56,17.3,6.31,2297.65,3,137.86
Dell,Alienware M15,AMD Ryzen 5 8600H,AMD Radeon 680M,8,SSD,512,FALSE,2.66,18.4,7.44,1263.58,3,75.81
Dell,XPS 15,Intel i7-14800H,NVIDIA RTX 4060,8,SSD,2048,FALSE,1.01,14,1.89,2222.34,3,111.12
Dell,Inspiron 15,Intel i9-14900HK,NVIDIA RTX 4070,32,SSD,4096,TRUE,1.49,14,0.09,3571.63,3,250.01
Dell,XPS 13,AMD Ryzen 7 8800H,NVIDIA RTX 4060,128,SSD,1024,TRUE,1.48,13.3,8.62,2526.12,3,176.83
Dell,XPS 13,Intel i7-14800H,NVIDIA RTX 4080,128,SSD,2048,TRUE,2.21,15.6,5.44,3645.83,3,218.75
Dell,Alienware M15,AMD Ryzen 5 8600H,AMD Radeon 680M,16,SSD,256,FALSE,1.06,13.3,7.92,1300.73,3,65.04
Dell,Latitude 7420,Intel i9-14900HK,NVIDIA RTX 4080,128,SSD,256,FALSE,2.91,17.3,3.14,3326.97,3,232.89
Dell,XPS 13,Intel i9-14900HK,NVIDIA RTX 4080,64,SSD,256,TRUE,1.17,14,7.81,3078.93,3,215.53
Dell,Alienware M15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,8,SSD,512,FALSE,1.07,13.3,3.18,2500.94,3,175.07
Dell,Inspiron 15,Intel i5-14500H,NVIDIA RTX 3050,64,SSD,512,FALSE,2.31,16,11.44,1600.88,3,80.04
Dell,Inspiron 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,16,SSD,4096,TRUE,1.58,15.6,5.67,3381.77,3,169.09
Dell,Latitude 7420,Intel i9-14900HK,NVIDIA RTX 4080,64,SSD,1024,FALSE,3.09,17.3,0.07,3197.73,3,191.86
Dell,XPS 13,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,64,SSD,1024,FALSE,3.47,18.4,3.18,3010.66,3,210.75
Dell,XPS 15,Intel i5-14500H,NVIDIA RTX 4050,128,SSD,256,FALSE,1.14,13.3,0.14,2202.52,3,132.15
Dell,Latitude 7420,Intel i7-14700H,NVIDIA RTX 4070,64,SSD,2048,FALSE,3.25,17.3,1.91,2910.9,3,203.76
Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4070,64,SSD,512,FALSE,1.01,14,7.01,2593.86,3,181.57
Dell,Inspiron 15,Intel i7-14700H,NVIDIA RTX 4060,16,SSD,512,TRUE,1.04,14,4.93,2044,3,102.20
Dell,XPS 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,32,SSD,2048,TRUE,3.11,18.4,8.67,3001.92,3,150.10
Dell,Latitude 7420,Intel Core Ultra 9 15700H,Intel Arc A750M,16,SSD,1024,FALSE,1.29,14,10.37,2351.65,3,117.58
Dell,Alienware M15,Intel i5-14600H,NVIDIA RTX 3050,32,SSD,2048,FALSE,1.63,15.6,11.66,1718.63,3,103.12
Dell,Inspiron 15,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,32,SSD,256,TRUE,2.5,17.3,12.22,2393.05,3,119.65
Dell,XPS 15,Intel i5-14500H,Intel Iris Xe,32,SSD,1024,TRUE,1.97,16,4.32,1662.69,3,83.13
Dell,Alienware M15,Intel i5-14600H,NVIDIA RTX 3050,32,SSD,1024,FALSE,1.37,13.3,13.92,1545.08,3,77.25
Dell,Latitude 7420,AMD Ryzen 9 8900HX,AMD Radeon 780M,8,SSD,512,FALSE,2.29,16,5.43,1636.03,3,98.16
Dell,Inspiron 15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,32,SSD,1024,TRUE,2.04,15.6,9.5,1701.37,3,119.10
Dell,Alienware M15,Intel i9-14900HK,NVIDIA RTX 4080,64,SSD,512,FALSE,3,18.4,9.12,2814.34,3,197.00
Dell,Inspiron 15,Intel i9-14900HK,NVIDIA RTX 4080,16,SSD,4096,TRUE,1.43,13.3,7.4,3399.52,3,169.98
Dell,Latitude 7420,Intel i5-14600H,NVIDIA RTX 4050,64,SSD,1024,TRUE,1.28,14,9.71,1992.55,3,99.63
Dell,Alienware M15,Intel i7-14700H,NVIDIA RTX 4070,128,SSD,512,FALSE,3.23,18.4,1.41,3017.56,3,150.88
Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4070,8,SSD,4096,FALSE,1.54,15.6,9.45,2697.15,3,134.86
Dell,XPS 15,Intel i9-14900HK,NVIDIA RTX 4080,8,SSD,4096,FALSE,2.7,18.4,0.36,3330.47,3,233.13
Dell,XPS 15,Intel i7-14800H,NVIDIA RTX 4060,16,SSD,512,FALSE,2.91,18.4,7.43,1817.12,3,127.20
Dell,XPS 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,32,SSD,2048,FALSE,1.87,16,2.96,3052.87,3,213.70
Dell,Alienware M15,Intel i5-14500H,NVIDIA RTX 3050,32,SSD,1024,FALSE,2.45,16,0.75,1715.22,3,85.76
Dell,Inspiron 15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,64,SSD,4096,TRUE,1.23,13.3,10.54,2351.9,3,164.63
Dell,Alienware M15,AMD Ryzen 7 8800H,NVIDIA RTX 4070,128,SSD,2048,FALSE,3,17.3,5.37,3136.7,3,188.20
Dell,Inspiron 15,Intel i7-14700H,NVIDIA RTX 4070,32,SSD,4096,TRUE,1.05,13.3,11.1,3033.03,3,151.65
Dell,XPS 15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,8,SSD,4096,FALSE,2.95,17.3,5.72,1951.53,3,136.61
Dell,XPS 15,Intel i5-14600H,Intel Iris Xe,32,SSD,512,TRUE,1.09,13.3,9.62,1561.47,3,109.30
Dell,XPS 13,Intel i7-14700H,NVIDIA RTX 4060,128,SSD,2048,TRUE,2.65,18.4,12.52,2562.06,3,153.72
Dell,XPS 13,Intel i5-14600H,NVIDIA RTX 4050,128,SSD,256,FALSE,2.66,17.3,8.92,1958.33,3,117.50
Dell,Latitude 7420,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,32,SSD,2048,FALSE,1.15,13.3,7.99,2952.29,3,147.61
Dell,Latitude 7420,Intel i7-14800H,NVIDIA RTX 4080,8,SSD,1024,TRUE,1.98,15.6,14.36,2474.66,3,148.48
Dell,Latitude 7420,Intel i7-14700H,NVIDIA RTX 4060,64,SSD,256,TRUE,2.37,15.6,1.36,2236.27,3,111.81
Dell,XPS 13,AMD Ryzen 7 8800H,NVIDIA RTX 4060,16,SSD,256,FALSE,1.48,13.3,7.67,1694.2,3,84.71
Dell,Latitude 7420,Intel Core Ultra 7 15500H,Intel Arc A750M,128,SSD,4096,TRUE,1.16,14,13.41,3380.95,3,169.05
Dell,Latitude 7420,Intel Core Ultra 7 15500H,Intel Arc A750M,8,SSD,512,TRUE,2.37,15.6,2.77,2315.04,3,162.05
Dell,XPS 15,Intel i7-14700H,NVIDIA RTX 4060,16,SSD,512,TRUE,3.25,18.4,8.17,1893.74,3,132.56
Dell,Latitude 7420,Intel i5-14500H,NVIDIA RTX 3050,8,SSD,256,FALSE,3.13,18.4,7.35,1346.5,3,94.26
Dell,Inspiron 15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,32,SSD,2048,TRUE,2.78,17.3,3.11,1975.02,3,118.50
Dell,XPS 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,64,SSD,512,FALSE,1.71,16,0.34,3033.42,3,151.67
Dell,Alienware M15,Intel i7-14800H,NVIDIA RTX 4070,128,SSD,256,TRUE,2.26,15.6,12.75,2860.37,3,143.02
Dell,Alienware M15,Intel i5-14600H,NVIDIA RTX 4050,8,SSD,256,FALSE,1.23,13.3,7.15,1466.76,3,102.67
Dell,Latitude 7420,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,16,SSD,256,FALSE,1.45,13.3,3.68,2397.01,3,119.85
Dell,XPS 15,AMD Ryzen 7 8800H,NVIDIA RTX 4070,32,SSD,2048,TRUE,1.09,13.3,11.24,2680.6,3,187.64
Dell,XPS 13,Intel i5-14600H,Intel Iris Xe,32,SSD,512,FALSE,1.15,14,11.85,1366.41,3,68.32
Dell,Alienware M15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,8,SSD,4096,TRUE,2.72,17.3,15,2255.44,3,135.33
Dell,XPS 15,AMD Ryzen 7 8800H,AMD Radeon 780M,64,SSD,4096,FALSE,2.87,18.4,0.74,2360.98,3,118.05
Dell,XPS 15,Intel i5-14600H,NVIDIA RTX 3050,128,SSD,4096,TRUE,2.68,17.3,4.53,2751.89,3,165.11
Dell,Alienware M15,Intel Core Ultra 9 15700H,Intel Arc A750M,32,SSD,2048,TRUE,2.89,17.3,1.27,2993.58,3,179.61
Dell,XPS 13,Intel i5-14500H,NVIDIA RTX 4050,128,SSD,256,FALSE,2.75,18.4,13.67,1836.22,3,91.81
Dell,Alienware M15,Intel i5-14600H,NVIDIA RTX 4050,128,SSD,512,FALSE,1.01,13.3,9.14,2095.38,3,125.72
Dell,Alienware M15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,8,SSD,256,TRUE,2.97,18.4,1.5,2918.41,3,145.92
Dell,Latitude 7420,AMD Ryzen 7 8800H,NVIDIA RTX 4070,16,SSD,4096,TRUE,1.4,14,11.1,2840.37,3,170.42
Dell,Inspiron 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,64,SSD,1024,TRUE,1.48,13.3,9.64,3070.57,3,214.94
Dell,Latitude 7420,Intel i5-14500H,NVIDIA RTX 4050,8,SSD,1024,TRUE,2.53,17.3,6.92,1690.88,3,118.36
Dell,XPS 15,Intel i5-14600H,NVIDIA RTX 3050,16,SSD,2048,TRUE,1.15,14,1.79,2031.79,3,101.59
Dell,Latitude 7420,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,8,SSD,2048,TRUE,2.49,16,6.31,2228.07,3,133.68
Dell,Latitude 7420,AMD Ryzen 7 8800H,NVIDIA RTX 4070,128,SSD,1024,TRUE,1.33,13.3,10.42,3050.43,3,183.03
Dell,XPS 13,Intel i5-14600H,NVIDIA RTX 3050,128,SSD,512,FALSE,3.44,18.4,0,2150.01,3,129.00
Dell,XPS 13,AMD Ryzen 9 8900HX,AMD Radeon 780M,64,SSD,256,FALSE,1.01,13.3,14.84,1756.24,3,105.37
Dell,Inspiron 15,Intel i5-14500H,Intel Iris Xe,128,SSD,4096,TRUE,1.22,14,10.26,2488.27,3,124.41
Dell,XPS 13,Intel i5-14500H,NVIDIA RTX 4050,8,SSD,512,TRUE,2.64,18.4,3.71,1664.39,3,116.51
Dell,XPS 15,Intel Core Ultra 9 15700H,Intel Arc A750M,16,SSD,256,FALSE,3.07,17.3,2.59,2322.37,3,162.57
Dell,XPS 15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,8,SSD,1024,TRUE,1.32,14,8.43,2082.83,3,145.80
Dell,XPS 13,AMD Ryzen 5 8600H,NVIDIA RTX 3050,16,SSD,2048,FALSE,3.3,18.4,7.95,1644.51,3,98.67
Dell,Alienware M15,Intel i7-14800H,NVIDIA RTX 4070,8,SSD,2048,TRUE,1.16,14,2.19,2912.24,3,203.86
Dell,XPS 15,Intel Core Ultra 7 15500H,Intel Arc A750M,16,SSD,512,TRUE,2.57,17.3,8.01,2239.73,3,134.38
Dell,Alienware M15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,8,SSD,4096,TRUE,2.59,18.4,4.7,2528.63,3,151.72
Dell,Inspiron 15,AMD Ryzen 5 8600H,AMD Radeon 680M,128,SSD,1024,TRUE,2.06,15.6,2.79,2188.94,3,109.45
Dell,Latitude 7420,Intel i7-14800H,NVIDIA RTX 4080,32,SSD,4096,TRUE,2.16,15.6,8.79,3237.85,3,226.65
Dell,Latitude 7420,AMD Ryzen 7 8800H,NVIDIA RTX 4060,64,SSD,1024,TRUE,2.22,16,7.19,2200.63,3,110.03
Dell,Alienware M15,Intel i5-14600H,NVIDIA RTX 3050,8,SSD,256,FALSE,1.2,13.3,11.45,1350.54,3,81.03
Dell,XPS 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,32,SSD,256,FALSE,1.37,13.3,1.83,2590.7,3,129.54
Dell,Latitude 7420,AMD Ryzen 5 8600H,AMD Radeon 680M,16,SSD,256,FALSE,3.08,18.4,13.86,1168.4,3,70.10
Dell,XPS 15,Intel i9-14900HK,NVIDIA RTX 4070,16,SSD,1024,FALSE,1.44,13.3,13.23,2396.58,3,119.83
Dell,XPS 15,Intel i7-14800H,NVIDIA RTX 4070,64,SSD,256,FALSE,1.05,14,7.55,2585.64,3,155.14
Dell,Inspiron 15,Intel i7-14700H,NVIDIA RTX 4060,128,SSD,512,TRUE,1.2,14,12.24,2414.74,3,144.88
Dell,Inspiron 15,Intel i5-14500H,NVIDIA RTX 3050,8,SSD,256,TRUE,1.25,13.3,3.25,1614.83,3,96.89
Dell,XPS 13,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,32,SSD,1024,TRUE,2.62,18.4,8.42,2150.65,3,129.04
Dell,XPS 13,Intel i5-14500H,Intel Iris Xe,64,SSD,1024,FALSE,1.35,13.3,9.21,1610.22,3,96.61
Dell,XPS 15,Intel i7-14800H,NVIDIA RTX 4080,32,SSD,512,TRUE,1.27,13.3,11.45,2672.97,3,160.38
HP,Spectre x360,Intel i7-14800H,NVIDIA RTX 4060,16,SSD,4096,TRUE,1.6,16,11.81,2273.58,5,159.15
HP,EliteBook 840,Intel i7-14700H,NVIDIA RTX 4070,16,SSD,4096,TRUE,1.02,13.3,8.35,2894.98,5,173.70
HP,Omen 15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,128,SSD,256,TRUE,2.67,17.3,12.97,1844.04,5,110.64
HP,Envy 13,Intel i7-14700H,NVIDIA RTX 4070,8,SSD,512,FALSE,3.43,18.4,14.97,1880.48,5,131.63
HP,EliteBook 840,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,SSD,1024,TRUE,2.04,15.6,1.49,3344.48,5,200.67
HP,Pavilion 15,Intel i7-14700H,NVIDIA RTX 4060,16,SSD,4096,TRUE,1.97,15.6,4.58,2373.58,5,166.15
HP,Pavilion 15,Intel i7-14800H,NVIDIA RTX 4060,128,SSD,4096,TRUE,2.84,18.4,4.14,3009.51,5,180.57
HP,EliteBook 840,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,8,SSD,1024,TRUE,2.92,17.3,1.28,2946.83,5,147.34
HP,Pavilion 15,Intel i5-14600H,NVIDIA RTX 4050,64,SSD,256,FALSE,2.61,17.3,10.48,1562.79,5,93.77
HP,Envy 13,Intel Core Ultra 7 15500H,Intel Arc A750M,64,SSD,2048,FALSE,1.97,16,4.34,2606.61,5,156.40
HP,EliteBook 840,Intel i7-14700H,NVIDIA RTX 4070,16,SSD,1024,TRUE,2.13,15.6,10.54,2280.41,5,159.63
HP,Pavilion 15,AMD Ryzen 7 8800H,AMD Radeon 780M,32,SSD,2048,FALSE,1,13.3,10.25,1725.68,5,103.54
HP,Omen 15,Intel Core Ultra 7 15500H,Intel Arc A750M,8,SSD,4096,FALSE,1.16,14,5.64,2610.92,5,156.66
HP,Spectre x360,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,128,SSD,4096,FALSE,2.48,16,10.14,2711.47,5,135.57
HP,Envy 13,Intel i5-14500H,NVIDIA RTX 3050,8,SSD,2048,TRUE,1.42,14,4.29,1801.35,5,126.09
HP,Omen 15,Intel Core Ultra 9 15700H,Intel Arc A750M,16,SSD,256,TRUE,2.02,16,4.95,2346.57,5,140.79
HP,Pavilion 15,Intel i7-14800H,NVIDIA RTX 4060,32,SSD,4096,FALSE,2.53,17.3,11.02,2192.39,5,153.47
HP,Envy 13,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,8,SSD,256,TRUE,3.04,17.3,7.1,2458.76,5,122.94
HP,Spectre x360,Intel i5-14500H,NVIDIA RTX 3050,64,SSD,512,TRUE,1.7,16,13.99,1641.96,5,82.10
HP,Pavilion 15,Intel i5-14600H,NVIDIA RTX 4050,32,SSD,1024,TRUE,2.34,16,2,1845.58,5,129.19
HP,Pavilion 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,128,SSD,2048,TRUE,1.41,14,14.92,3256,5,162.80
HP,Pavilion 15,AMD Ryzen 7 8800H,NVIDIA RTX 4070,64,SSD,2048,FALSE,1.18,14,5.99,2707.92,5,135.40
HP,Spectre x360,Intel i7-14700H,NVIDIA RTX 4070,16,SSD,512,FALSE,1.44,13.3,3.76,2227.5,5,155.93
HP,Envy 13,Intel i7-14800H,NVIDIA RTX 4060,8,SSD,512,FALSE,1.78,15.6,3.22,1788.05,5,89.40
HP,EliteBook 840,AMD Ryzen 5 8600H,NVIDIA RTX 3050,128,SSD,4096,TRUE,1.9,15.6,13.22,2366.08,5,165.63
HP,Pavilion 15,Intel i9-14900HK,NVIDIA RTX 4080,8,SSD,512,FALSE,2.45,15.6,5.38,2470.26,5,172.92
HP,Omen 15,Intel Core Ultra 7 15500H,Intel Arc A750M,16,SSD,2048,TRUE,1.08,14,12.59,2366.62,5,165.66
HP,Pavilion 15,Intel i7-14800H,NVIDIA RTX 4080,32,SSD,1024,TRUE,2.53,17.3,8.68,2642.92,5,132.15
HP,Omen 15,Intel i7-14700H,NVIDIA RTX 4070,128,SSD,2048,FALSE,2.69,17.3,0.7,3192.68,5,159.63
HP,Envy 13,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,64,SSD,512,TRUE,2.08,16,5.05,3086.54,5,216.06
HP,Spectre x360,AMD Ryzen 5 8600H,NVIDIA RTX 4050,128,SSD,4096,FALSE,3.15,17.3,2.37,2534.33,5,177.40
HP,EliteBook 840,Intel i7-14800H,NVIDIA RTX 4070,128,SSD,512,TRUE,1.35,13.3,5.39,3097.34,5,185.84
HP,Pavilion 15,Intel i5-14500H,NVIDIA RTX 4050,8,SSD,2048,FALSE,2.5,17.3,3.15,1679.48,5,117.56
HP,EliteBook 840,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,128,SSD,512,FALSE,3.07,17.3,14.19,2813.58,5,196.95
HP,EliteBook 840,Intel i5-14600H,Intel Iris Xe,32,SSD,4096,TRUE,1.58,15.6,5.86,2004.32,5,120.26
HP,Pavilion 15,Intel i5-14600H,Intel Iris Xe,64,SSD,2048,FALSE,2.3,16,7.61,1693.42,5,118.54
HP,Envy 13,Intel i5-14600H,Intel Iris Xe,8,SSD,4096,TRUE,3.27,18.4,3.44,1897.57,5,132.83
HP,Spectre x360,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,64,SSD,2048,FALSE,3.06,17.3,3.77,2844.38,5,170.66
HP,Pavilion 15,Intel i7-14700H,NVIDIA RTX 4060,32,SSD,512,TRUE,3.39,17.3,1.61,2018.38,5,121.10
HP,Omen 15,Intel Core Ultra 7 15500H,Intel Arc A750M,64,SSD,1024,FALSE,2.19,15.6,12.02,2225.75,5,155.80
HP,Pavilion 15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,32,SSD,256,FALSE,1.17,13.3,14.26,1370.45,5,82.23
HP,Envy 13,Intel i9-14900HK,NVIDIA RTX 4070,64,SSD,256,TRUE,2.97,17.3,10.55,2588.92,5,155.34
HP,Spectre x360,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,8,SSD,256,TRUE,1.51,15.6,6.65,2369.56,5,118.48
HP,Envy 13,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,16,SSD,2048,FALSE,1.39,14,14.43,2334.88,5,163.44
HP,Spectre x360,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,128,SSD,1024,FALSE,1.15,13.3,5.88,3273.08,5,163.65
HP,Spectre x360,Intel i5-14500H,Intel Iris Xe,16,SSD,4096,FALSE,2.5,15.6,12.24,1607.46,5,112.52
HP,Omen 15,Intel i7-14700H,NVIDIA RTX 4070,64,SSD,256,FALSE,1.16,13.3,11.4,2283.48,5,114.17
HP,Omen 15,Intel i7-14800H,NVIDIA RTX 4070,64,SSD,256,FALSE,2.13,16,13.82,2213.9,5,132.83
HP,Pavilion 15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,128,SSD,512,FALSE,1.12,14,3.77,2005.9,5,100.30
HP,Pavilion 15,Intel Core Ultra 9 15700H,Intel Arc A750M,128,SSD,2048,FALSE,3.11,17.3,14.21,2823.86,5,197.67
HP,EliteBook 840,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,128,SSD,4096,TRUE,2.12,16,1.22,4019.14,5,281.34
HP,Pavilion 15,Intel i7-14800H,NVIDIA RTX 4070,32,SSD,256,TRUE,3.18,17.3,0.63,2537.51,5,126.88
HP,Pavilion 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,8,SSD,1024,TRUE,2.27,15.6,3.5,2708.61,5,189.60
HP,Omen 15,Intel i7-14800H,NVIDIA RTX 4080,128,SSD,256,TRUE,1.22,14,5.04,3253.04,5,162.65
